	D00040	D00066	D00067	D00075	D00088	D00094	D00105	D00129	D00143	D00163	D00182	D00187	D00188	D00211	D00246	D00279	D00299	D00312	D00316	D00327	D00348	D00443	D00462	D00506	D00554	D00565	D00577	D00585	D00586	D00596	D00627	D00690	D00730	D00898	D00930	D00950	D00951	D00954	D00956	D00961	D00962	D00965	D01115	D01132	D01161	D01217	D01294	D01387	D01441	D01689	D02217	D02367	D04066	D05341
D00690	0.879535881231751	0.874186141506902	0.916660590071373	0.902072419074052	0.882735252331424	0.886772652075351	0.920839866910482	0.87605067016475	0.947727371039809	0.805450765962579	0.865170921996825	0.80963707435276	0.759303513919324	0.829203514844688	0.884606942342602	0.929307943170941	0.825658895848104	0.808330185476963	0.828009676305227	0.83027674778165	0.945949783849673	0.931983470820274	0.883189837861609	0.807409408545432	0.888846606217305	0.903584119104167	0.851054837550858	0.903445528503705	0.81691617862922	0.880294372775773	0.881444406025636	1	0.871227425059483	0.908434457226706	0.815546797595795	0.905397432882426	0.855301912279603	0.842365789800698	0.872749027413023	0.897117689353116	0.814814411574164	0.851050738962232	0.886189022776383	0.754547803634853	0.891607869211997	0.926277347441099	0.882253433857727	0.803995913401867	0.911991922849142	0.912589542324214	0.927564696438679	0.876916272152045	0.712337346646842	0.735257113190352
D00730	0.912374052122459	0.932134720312673	0.912619759428833	0.892736462774267	0.908733738159816	0.910802020705528	0.9306458978658	0.885092119770871	0.886800824474319	0.774704103812208	0.888445860360016	0.773428537090382	0.779948881467414	0.81664434040612	0.9282491539708	0.859973628621605	0.876758225037887	0.87170725489073	0.790463974767519	0.822536596398913	0.881743526591259	0.849988183019539	0.9189129386814	0.859104726520689	0.934264328922545	0.926513082923695	0.894101980654153	0.940022761326865	0.875095379057102	0.877065864037745	0.898108883094709	0.871227425059483	1	0.870215215960448	0.806125417723979	0.869187714594926	0.840077621547831	0.838174617036319	0.856765535844675	0.88380310368342	0.851383300613721	0.832965511026375	0.883167431011956	0.777301106764419	0.903339920057197	0.876107854209323	0.885227359812187	0.782030355301418	0.912987804961058	0.947300747613779	0.878405200357404	0.839561825032981	0.636074115039489	0.771944457647821
D00898	0.961803726855192	0.915322227949136	0.919360847465672	0.892108837483142	0.863807419930304	0.857506740226059	0.907184060685534	0.823060470854734	0.902589649929763	0.690905428022478	0.890306038183427	0.747849800396131	0.885372601367241	0.721190535271442	0.923386888265693	0.873137673577091	0.921624069999332	0.920973848938712	0.750773036487322	0.739378865129936	0.914836144486831	0.934564431608072	0.940378890007644	0.946398568093649	0.919584594787069	0.931512212551534	0.952360042554247	0.928060813943852	0.94439396374458	0.939310790854321	0.912427086136539	0.908434457226706	0.870215215960448	1	0.868154069806472	0.975628048413705	0.902441442673239	0.896714653297155	0.953287416400651	0.984124704759548	0.941462521574378	0.969221050114675	0.961427952973075	0.920343642607952	0.798549966322297	0.975268340002457	0.97054793914304	0.666897598465518	0.873369336882948	0.942647458723626	0.879237423135023	0.776572591729196	0.626348083356246	0.879536433411444
D00930	0.893544325167515	0.879335158565543	0.898791932679671	0.860865649026182	0.842520854602466	0.856437318767045	0.88030857888279	0.821603859059975	0.885163203280005	0.830355180133309	0.961790471155757	0.863967236802869	0.684572085150879	0.828567854569083	0.908915066825137	0.860045457242485	0.810095558941251	0.809753735926164	0.800001499899987	0.753487386742772	0.768949474753587	0.770453681267314	0.904170565295498	0.814534380119132	0.841311079347289	0.881399115327058	0.845357259634134	0.868684461666554	0.834337387002125	0.806335767044578	0.886082036719273	0.815546797595795	0.806125417723979	0.868154069806472	1	0.892403228530652	0.987959826588923	0.982791290927253	0.955301084160241	0.885744831490907	0.918799180023217	0.855093043724525	0.889870033321327	0.77289309985831	0.805945561731262	0.905014681639033	0.880234413017977	0.738126397643836	0.90920101344864	0.90010857525742	0.845259200308539	0.799244421869199	0.702762095642351	0.831609433528308
D00950	0.960417168297892	0.901675979888966	0.930214058071542	0.876592577563363	0.839823837757705	0.862252052297411	0.904308747344253	0.816879050714447	0.893184850640184	0.728454124370289	0.917439347326653	0.820352469508649	0.862377716346433	0.751987986806438	0.931591198881334	0.855519014865771	0.929811812629608	0.928075831973261	0.765216496070179	0.730960761328487	0.879018562194693	0.924999164351445	0.924684491433831	0.940318271567601	0.895190353677003	0.934020359630777	0.954604230823105	0.930083145170526	0.946228060312877	0.942024116476826	0.946887768528153	0.905397432882426	0.869187714594926	0.975628048413705	0.892403228530652	1	0.913281822571213	0.897756146218988	0.954893089659863	0.986500615312323	0.951440737896967	0.964276227754519	0.938114365641715	0.923069572643589	0.804299224159413	0.962183423465049	0.971892238439069	0.718386437942082	0.884034869718562	0.958789748000644	0.859268456053721	0.766135846164486	0.6291325628108	0.903053716534509
D00951	0.923534000569111	0.912868350295821	0.915636178959072	0.885765612214338	0.878281027540972	0.887029122979919	0.909776493552238	0.857275082495083	0.913469036341664	0.837381750181091	0.970364501652894	0.841969472784729	0.733922961298389	0.842702920397926	0.937925317075641	0.889040222158334	0.847259044949306	0.845172589930757	0.830924951770953	0.789628125554545	0.825595827264899	0.808388410577247	0.935613346082489	0.847851786949567	0.884399123446157	0.906570738868193	0.876414516721918	0.901753037542745	0.863696433982246	0.846660507155661	0.906717390134931	0.855301912279603	0.840077621547831	0.902441442673239	0.987959826588923	0.913281822571213	1	0.992457200655181	0.975294091449434	0.914356498082626	0.935804166694692	0.883122871827143	0.930761225211108	0.800861054937742	0.837939588433965	0.930294124740605	0.910894861959562	0.744959631433444	0.933234253104526	0.92561138524577	0.880061407903932	0.825385363121678	0.700375386869871	0.835321801217618
D00954	0.917898036089284	0.916017513817513	0.913456492856401	0.885155374246843	0.882582007940962	0.872342669472586	0.903922792213913	0.862312666809704	0.905448027714722	0.82544828932743	0.964984011835532	0.819378455092976	0.732865789593166	0.828684907632878	0.93304727049201	0.88193874039745	0.838547175781316	0.838663121380624	0.802679979083946	0.788054191745354	0.823836246162619	0.798624959913898	0.938221025686575	0.844492501154085	0.887581510290118	0.903188885602643	0.868371504252404	0.894226864737149	0.858617485407841	0.838764662263112	0.892958644518645	0.842365789800698	0.838174617036319	0.896714653297155	0.982791290927253	0.897756146218988	0.992457200655181	1	0.966326640206796	0.90572318107483	0.934276007438916	0.877632464568897	0.934295194965873	0.792115183586573	0.828688370784985	0.929209752308612	0.904275596382293	0.728222459664983	0.924364066275554	0.914525474072689	0.873545926006059	0.818349059696085	0.690186518478344	0.829086238381865
D00956	0.953731863240771	0.916793938965387	0.913787263812508	0.878110231576085	0.862502555287558	0.867859660587145	0.903073839399142	0.829721710358918	0.895409469086726	0.761416990134206	0.946053975224457	0.804152971196909	0.835001508229098	0.779277280997338	0.940987078252899	0.86310257480132	0.900517353191122	0.903115173688458	0.783856334041647	0.75472652271284	0.86754815089295	0.873325636954192	0.94297063818727	0.918988409005453	0.90284228336384	0.919610720557438	0.92974948087105	0.915969322755523	0.924288692950801	0.90945398105458	0.925983049512417	0.872749027413023	0.856765535844675	0.953287416400651	0.955301084160241	0.954893089659863	0.975294091449434	0.966326640206796	1	0.961898658988643	0.968719363472087	0.948041959988879	0.962224330113654	0.893894674685683	0.808468592993566	0.954795778524459	0.959698647783795	0.694057672155917	0.90539656442887	0.942650406771637	0.863758867845202	0.788546165483982	0.669358507218133	0.879883104765284
D00961	0.966958578310679	0.915435799117148	0.92026681469615	0.870304414168936	0.849778135901614	0.856542657408251	0.903771335504785	0.819731846201208	0.88473538392552	0.715482338105602	0.917333181324822	0.782311006546573	0.896054863674208	0.74231764072555	0.940998931124479	0.846147975093121	0.940945313582079	0.944549443806465	0.747792406763042	0.732579605326717	0.89082370754056	0.916680244260416	0.938372219476361	0.959755838919206	0.915366803637013	0.934701942024114	0.9664906463154	0.935984408981844	0.961928435273936	0.953356848195442	0.944800870212879	0.897117689353116	0.88380310368342	0.984124704759548	0.885744831490907	0.986500615312323	0.914356498082626	0.90572318107483	0.961898658988643	1	0.964341659565385	0.97446600422097	0.960273406052249	0.938120691127238	0.801907629377587	0.961132934659322	0.988000884824427	0.695561778355628	0.878972153424893	0.955762079318641	0.850320074697411	0.758747040900499	0.6004473932726	0.895214052301694
D00962	0.967183783102768	0.905687176049153	0.89653414702542	0.833713610862763	0.819527574432155	0.818506700813137	0.871192807348748	0.775967806997537	0.83207650029666	0.676787356221693	0.924232543737256	0.75916156202653	0.874049107961574	0.700659043145096	0.938799280490167	0.779189768380436	0.94765137760874	0.957420472963627	0.704800842555929	0.684036534685067	0.812779705147587	0.847112514132866	0.934484816993861	0.966867024441434	0.891008045484847	0.908138364759761	0.963483206840316	0.905596823345176	0.971466082052332	0.925172364951479	0.942572386565922	0.814814411574164	0.851383300613721	0.941462521574378	0.918799180023217	0.951440737896967	0.935804166694692	0.934276007438916	0.968719363472087	0.964341659565385	1	0.95014842689214	0.949172094379449	0.944938939730637	0.745412062260661	0.928948075859169	0.962054521387921	0.621965577616888	0.849624568881921	0.934199706285292	0.790807087851574	0.697515165740943	0.554984779999633	0.928359301512491
D00965	0.939558395777154	0.866472944709674	0.865368904337285	0.819364924235543	0.785809176955504	0.78437790115864	0.845031157711691	0.74535870634896	0.824756335683491	0.617433971268868	0.857177444999137	0.718488053885499	0.899415709849859	0.641094424299679	0.884298468798959	0.787580096467872	0.905723096802235	0.916855255441653	0.666817975593733	0.639402848710715	0.855649886267337	0.90633904368506	0.894024430389035	0.950098410154268	0.860947455644209	0.88054898668435	0.940481596923003	0.876164032237554	0.94348627413307	0.9243013882388	0.886787495323804	0.851050738962232	0.832965511026375	0.969221050114675	0.855093043724525	0.964276227754519	0.883122871827143	0.877632464568897	0.948041959988879	0.97446600422097	0.95014842689214	1	0.936587826862873	0.951582960453159	0.711736991887945	0.938150241526709	0.977422895437886	0.59235788028858	0.812556843570627	0.903764085585244	0.792938156015777	0.682766737227365	0.567570210869648	0.911529669693545
D01115	0.959611396383656	0.947188910725384	0.912224503482858	0.890785792586738	0.89875609215153	0.873962627311529	0.915948014444093	0.863294078751663	0.904286987431153	0.750067580646707	0.924186482108806	0.740118286982633	0.89128080336684	0.77580395775432	0.955220014713989	0.872818005661598	0.914259578946319	0.913872260727791	0.769686937257967	0.785303080528954	0.919077754355978	0.886814725545339	0.966476125479211	0.938488614760879	0.95122515618333	0.935703004169737	0.947091402763631	0.941745386581851	0.939104966059081	0.938614216879501	0.9221080690638	0.886189022776383	0.883167431011956	0.961427952973075	0.889870033321327	0.938114365641715	0.930761225211108	0.934295194965873	0.962224330113654	0.960273406052249	0.949172094379449	0.936587826862873	1	0.892326419365361	0.833430827459848	0.960612026451699	0.956049486743339	0.68010926081543	0.907106817667188	0.942037717343293	0.876134272085038	0.803906990504828	0.608650132827046	0.832648334892481
D01132	0.912246563509099	0.806193198015624	0.790277579779386	0.720868677563934	0.690547365517619	0.694961527042465	0.761009635398775	0.640054221834283	0.713567712899195	0.488085731925436	0.786000742729008	0.632534471367094	0.941355968990768	0.524808181291283	0.843463908693784	0.652502261770831	0.923195237070437	0.938557592343676	0.564556160119271	0.533800849737067	0.774716063029882	0.853499970157127	0.841390712187953	0.974318838757521	0.812369675639116	0.824243334046045	0.947198346406593	0.827346802343319	0.963278577701422	0.929788618225124	0.874037977617397	0.754547803634853	0.777301106764419	0.920343642607952	0.77289309985831	0.923069572643589	0.800861054937742	0.792115183586573	0.893894674685683	0.938120691127238	0.944938939730637	0.951582960453159	0.892326419365361	1	0.609973825998174	0.868560349463509	0.935581019593494	0.47150345693942	0.717511833688974	0.85742199649401	0.674370465603723	0.553735323088052	0.424229005994471	0.906295050649702
D01161	0.838977540539265	0.912623187285901	0.914294691382094	0.917637635089289	0.950134168191522	0.956694038140749	0.941251937242274	0.946595505939267	0.938446117063398	0.914094806759429	0.899915552452826	0.821633140335847	0.622021886587613	0.944373086074774	0.89819139864579	0.932945379648175	0.774834715186643	0.744747155778079	0.89346834443626	0.932334488647536	0.878596792791322	0.78549517988193	0.881544553367316	0.714275618440593	0.904870064268442	0.901535457149759	0.782932298280313	0.916580939080466	0.742007748734814	0.788647844076692	0.862478812431876	0.891607869211997	0.903339920057197	0.798549966322297	0.805945561731262	0.804299224159413	0.837939588433965	0.828688370784985	0.808468592993566	0.801907629377587	0.745412062260661	0.711736991887945	0.833430827459848	0.609973825998174	1	0.845601297294047	0.782543070883334	0.895170504476642	0.963331901759005	0.912977933863394	0.93507086492236	0.945053346527138	0.726306020880526	0.629417495176324
D01217	0.95446309275725	0.92847043016368	0.948225808881304	0.93230922482001	0.896016360115236	0.886754232491466	0.932080167120013	0.873484688663381	0.941922668759916	0.776967074087698	0.923777705918797	0.818610686979408	0.847647509155517	0.792074634458583	0.941577313655309	0.918322669375325	0.897011840205278	0.890580992417163	0.797006462701391	0.79857778587722	0.915471959126816	0.928380420724485	0.950924961005141	0.909062081078127	0.925563417197166	0.952380385715149	0.930348933983884	0.93573846075142	0.913698760013733	0.928448906436789	0.92481084432217	0.926277347441099	0.876107854209323	0.975268340002457	0.905014681639033	0.962183423465049	0.930294124740605	0.929209752308612	0.954795778524459	0.961132934659322	0.928948075859169	0.938150241526709	0.960612026451699	0.868560349463509	0.845601297294047	1	0.948520909909244	0.750856569522889	0.919177318739518	0.94756087546243	0.910063589335936	0.828811330999998	0.705730559585433	0.846849529093734
D01294	0.95736915897146	0.906301148749279	0.901051566461763	0.854777810407305	0.836783156606754	0.839296252774858	0.891361907883869	0.799047038702848	0.87011327019552	0.69704529271645	0.906265425305108	0.762150091470744	0.897266946519771	0.723680486844074	0.931190200724513	0.832439257933539	0.931379190784873	0.941065659486556	0.725706985048739	0.7090931741473	0.878269035266394	0.903353907456925	0.928327283151501	0.955548298155732	0.905246359565933	0.918641895587089	0.957452411522674	0.921350582186245	0.955436973331082	0.942637583197276	0.927226164396	0.882253433857727	0.885227359812187	0.97054793914304	0.880234413017977	0.971892238439069	0.910894861959562	0.904275596382293	0.959698647783795	0.988000884824427	0.962054521387921	0.977422895437886	0.956049486743339	0.935581019593494	0.782543070883334	0.948520909909244	1	0.682453077326847	0.862345887652917	0.940797463357396	0.833117600402746	0.738328415654728	0.584841188431761	0.886866171264601
D01387	0.713671950192855	0.774371899982855	0.845649920195225	0.849954829337329	0.82801977546375	0.874600896402919	0.851753760057161	0.86708184175423	0.867191022615006	0.921665855016488	0.825470947399044	0.883334078139081	0.469382509179874	0.929271030945655	0.800311562201824	0.869185945858407	0.650998958617219	0.623500803883158	0.833261935278884	0.877803622224913	0.734527678580492	0.689582326185618	0.748861434748329	0.564501141713816	0.759952213242849	0.821898000975458	0.650775914076539	0.805776577291575	0.601605229030463	0.669581477871604	0.782231562710455	0.803995913401867	0.782030355301418	0.666897598465518	0.738126397643836	0.718386437942082	0.744959631433444	0.728222459664983	0.694057672155917	0.695561778355628	0.621965577616888	0.59235788028858	0.68010926081543	0.47150345693942	0.895170504476642	0.750856569522889	0.682453077326847	1	0.863383346154291	0.801925220209614	0.834853062449604	0.859466591646054	0.766759839599866	0.513479983972398
D01441	0.909687216524101	0.950365861095303	0.952423513718455	0.945896395652625	0.953751723578737	0.9657940888904	0.96576433974223	0.950769573310877	0.962865205936335	0.911524452184683	0.958427925845072	0.86639139304606	0.705974930945226	0.935792483886378	0.949624731098293	0.949120365592336	0.825484481792897	0.807203133859407	0.903154843483403	0.900457402856552	0.895508212674965	0.837406667649961	0.935856729214356	0.797465657857975	0.928053217130834	0.940115212030826	0.851817385870542	0.941671724150099	0.819762439409842	0.850427244505212	0.90701487700414	0.911991922849142	0.912987804961058	0.873369336882948	0.90920101344864	0.884034869718562	0.933234253104526	0.924364066275554	0.90539656442887	0.878972153424893	0.849624568881921	0.812556843570627	0.907106817667188	0.717511833688974	0.963331901759005	0.919177318739518	0.862345887652917	0.863383346154291	1	0.956716830790796	0.952644711603697	0.934256296919008	0.750955675276183	0.741898568417106
D01689	0.975293012559406	0.968301260422937	0.973658382327628	0.936748793887534	0.933052730698612	0.94988437691998	0.969667456902657	0.909909010088698	0.935113082886603	0.814503379894601	0.959565247149327	0.838318045263113	0.818934046894298	0.853131605833772	0.977529743332231	0.901039168830843	0.936639524304655	0.927989829362551	0.845497057365375	0.842427530388194	0.908407043172279	0.896098191464121	0.962231366128725	0.91709576654689	0.955625460860104	0.972383841934355	0.948152511436138	0.975894252890941	0.932497005333953	0.929928297395243	0.966551497798785	0.912589542324214	0.947300747613779	0.942647458723626	0.90010857525742	0.958789748000644	0.92561138524577	0.914525474072689	0.942650406771637	0.955762079318641	0.934199706285292	0.903764085585244	0.942037717343293	0.85742199649401	0.912977933863394	0.94756087546243	0.940797463357396	0.801925220209614	0.956716830790796	1	0.916513239350058	0.861038214168746	0.674880847498521	0.856820056320606
D02217	0.874963517616641	0.916708681159999	0.934333136935111	0.951051913503452	0.945297371556309	0.94155162203434	0.949188724238223	0.938383500656924	0.968443634811373	0.860622100380307	0.896461435544428	0.806371421158856	0.67032515593739	0.890359872320635	0.90105559470705	0.968510464288792	0.790674505589908	0.768808454886513	0.883829354681506	0.90091864569177	0.920307002123552	0.857703833672361	0.916271989244518	0.762691740771162	0.915972953969586	0.925533826925028	0.816755311648064	0.920226242824649	0.779697789381192	0.811262760944354	0.846736299155524	0.927564696438679	0.878405200357404	0.879237423135023	0.845259200308539	0.859268456053721	0.880061407903932	0.873545926006059	0.863758867845202	0.850320074697411	0.790807087851574	0.792938156015777	0.876134272085038	0.674370465603723	0.93507086492236	0.910063589335936	0.833117600402746	0.834853062449604	0.952644711603697	0.916513239350058	1	0.965640602699019	0.768595118574007	0.725696770814838
D02367	0.796097382040354	0.874848670740415	0.886975632648742	0.914000648776959	0.928828463129481	0.927864948435746	0.915967523371261	0.935566217405349	0.935477332893009	0.898451996844244	0.863965794036666	0.799934718163362	0.57185341601445	0.925868159741636	0.85338310566036	0.940128573119477	0.703655642451624	0.675845669236731	0.890159943153019	0.927924693285578	0.882932609899047	0.769409859364378	0.857629808134612	0.660970632765306	0.873605470127997	0.875328164300956	0.731895665119281	0.875420306836353	0.686083644846466	0.734629530233252	0.795760514895051	0.876916272152045	0.839561825032981	0.776572591729196	0.799244421869199	0.766135846164486	0.825385363121678	0.818349059696085	0.788546165483982	0.758747040900499	0.697515165740943	0.682766737227365	0.803906990504828	0.553735323088052	0.945053346527138	0.828811330999998	0.738328415654728	0.859466591646054	0.934256296919008	0.861038214168746	0.965640602699019	1	0.766833256638021	0.615999900056224
D04066	0.624629393084388	0.662287780019043	0.72787369359522	0.813742789240475	0.710034383080639	0.733526601908951	0.728640295173741	0.734077749355581	0.761584049712742	0.726049573168883	0.679793504647857	0.781484459425041	0.404581976957503	0.724267871736517	0.648304590845537	0.769394832206614	0.538775958290514	0.510974494485267	0.731935234097157	0.742069266091863	0.684066866278244	0.705527830914169	0.648385246252841	0.483448784409798	0.630465671040118	0.724848649080159	0.541008650014604	0.657147075017248	0.500411932266633	0.553754415151545	0.615348995450986	0.712337346646842	0.636074115039489	0.626348083356246	0.702762095642351	0.6291325628108	0.700375386869871	0.690186518478344	0.669358507218133	0.6004473932726	0.554984779999633	0.567570210869648	0.608650132827046	0.424229005994471	0.726306020880526	0.705730559585433	0.584841188431761	0.766759839599866	0.750955675276183	0.674880847498521	0.768595118574007	0.766833256638021	1	0.517402728946129
D05341	0.895481609354113	0.795615524822312	0.822140617938617	0.749409772185822	0.696070982275058	0.710307581335579	0.77316052778771	0.649364503525913	0.724013779879429	0.529661335008432	0.813153584327919	0.717867450847052	0.781413794393534	0.555546520129946	0.822637764803395	0.66620909634614	0.881777044461394	0.894053425703311	0.589219847444814	0.545932447409714	0.713815358348592	0.822455159150775	0.83175604296374	0.906930291347083	0.775113524482867	0.825957395440342	0.898159243883048	0.807807922753013	0.911370568132744	0.832082190646004	0.853352540761524	0.735257113190352	0.771944457647821	0.879536433411444	0.831609433528308	0.903053716534509	0.835321801217618	0.829086238381865	0.879883104765284	0.895214052301694	0.928359301512491	0.911529669693545	0.832648334892481	0.906295050649702	0.629417495176324	0.846849529093734	0.886866171264601	0.513479983972398	0.741898568417106	0.856820056320606	0.725696770814838	0.615999900056224	0.517402728946129	1
