DT_pair	Predicted_score_class1	Predicted_Class	Actual_Class
('D01840', 'hsa5600')	1.0	1	1
('D01582', 'hsa5743')	1.0	1	1
('D02042', 'hsa5151')	1.0	1	1
('D03784', 'hsa64816')	1.0	1	1
('D01565', 'hsa5742')	1.0	1	1
('D03778', 'hsa1557')	1.0	1	1
('D03778', 'hsa1551')	1.0	1	1
('D03784', 'hsa260293')	1.0	1	1
('D03736', 'hsa5599')	1.0	1	1
('D03784', 'hsa1572')	1.0	1	1
('D00218', 'hsa11238')	1.0	1	1
('D00380', 'hsa1581')	1.0	1	1
('D04023', 'hsa2322')	1.0	1	1
('D00528', 'hsa29785')	1.0	1	1
('D00518', 'hsa768')	1.0	1	1
('D00528', 'hsa5138')	1.0	1	1
('D00002', 'hsa125')	1.0	1	1
('D03218', 'hsa7301')	1.0	1	1
('D02229', 'hsa50940')	1.0	1	1
('D04023', 'hsa1956')	1.0	1	1
('D00394', 'hsa10858')	1.0	1	1
('D03218', 'hsa780')	1.0	1	1
('D04023', 'hsa2050')	1.0	1	1
('D03778', 'hsa29785')	1.0	1	1
('D00519', 'hsa11238')	1.0	1	1
('D04023', 'hsa2321')	1.0	1	1
('D00501', 'hsa84812')	1.0	1	1
('D00900', 'hsa10825')	1.0	1	1
('D00380', 'hsa1580')	1.0	1	1
('D04024', 'hsa3815')	1.0	1	1
('D00227', 'hsa27115')	1.0	1	1
('D04025', 'hsa4914')	1.0	1	1
('D01441', 'hsa2050')	1.0	1	1
('D04025', 'hsa4920')	1.0	1	1
('D04025', 'hsa4058')	1.0	1	1
('D04024', 'hsa2261')	1.0	1	1
('D04025', 'hsa2260')	1.0	1	1
('D04025', 'hsa2041')	1.0	1	1
('D03252', 'hsa7075')	1.0	1	1
('D00043', 'hsa3818')	1.0	1	1
('D01441', 'hsa3718')	1.0	1	1
('D03350', 'hsa1969')	1.0	1	1
('D01441', 'hsa3815')	1.0	1	1
('D03350', 'hsa2064')	1.0	1	1
('D03350', 'hsa2066')	1.0	1	1
('D00225', 'hsa64816')	1.0	1	1
('D01441', 'hsa4916')	1.0	1	1
('D03260', 'hsa10846')	1.0	1	1
('D03350', 'hsa3645')	1.0	1	1
('D04023', 'hsa780')	1.0	1	1
('D03252', 'hsa4921')	1.0	1	1
('D03350', 'hsa3791')	1.0	1	1
('D00225', 'hsa284541')	1.0	1	1
('D03252', 'hsa780')	1.0	1	1
('D01441', 'hsa55359')	1.0	1	1
('D03252', 'hsa3480')	1.0	1	1
('D00225', 'hsa260293')	1.0	1	1
('D03115', 'hsa5595')	1.0	1	1
('D03115', 'hsa5599')	1.0	1	1
('D04025', 'hsa4919')	1.0	1	1
('D00227', 'hsa5142')	1.0	1	1
('D00652', 'hsa763')	1.0	1	1
('D04025', 'hsa2322')	1.0	1	1
('D03350', 'hsa780')	1.0	1	1
('D04025', 'hsa2049')	1.0	1	1
('D04025', 'hsa2046')	1.0	1	1
('D04024', 'hsa4919')	1.0	1	1
('D04024', 'hsa5159')	1.0	1	1
('D04025', 'hsa4915')	1.0	1	1
('D03260', 'hsa5140')	1.0	1	1
('D04025', 'hsa1436')	1.0	1	1
('D02290', 'hsa5742')	1.0	1	1
('D04024', 'hsa5754')	1.0	1	1
('D00231', 'hsa5140')	1.0	1	1
('D01071', 'hsa1572')	1.0	1	1
('D03350', 'hsa4058')	1.0	1	1
('D01071', 'hsa5740')	1.0	1	1
('D03350', 'hsa2049')	1.0	1	1
('D03350', 'hsa2044')	1.0	1	1
('D00227', 'hsa5147')	1.0	1	1
('D04025', 'hsa5979')	1.0	1	1
('D04024', 'hsa7075')	1.0	1	1
('D03260', 'hsa8622')	1.0	1	1
('D02451', 'hsa1545')	1.0	1	1
('D00227', 'hsa5152')	1.0	1	1
('D04023', 'hsa2263')	1.0	1	1
('D04023', 'hsa2043')	1.0	1	1
('D01441', 'hsa1436')	1.0	1	1
('D04024', 'hsa4921')	1.0	1	1
('D04024', 'hsa4916')	1.0	1	1
('D04025', 'hsa2050')	1.0	1	1
('D04025', 'hsa2051')	1.0	1	1
('D03115', 'hsa5603')	1.0	1	1
('D03350', 'hsa558')	1.0	1	1
('D03252', 'hsa3791')	1.0	1	1
('D03252', 'hsa2261')	1.0	1	1
('D01397', 'hsa5743')	1.0	1	1
('D02017', 'hsa27115')	1.0	1	1
('D00538', 'hsa763')	1.0	1	1
('D00538', 'hsa768')	1.0	1	1
('D00538', 'hsa771')	1.0	1	1
('D02229', 'hsa5137')	1.0	1	1
('D02229', 'hsa5144')	1.0	1	1
('D00437', 'hsa51302')	1.0	1	1
('D00437', 'hsa1551')	1.0	1	1
('D01071', 'hsa64816')	1.0	1	1
('D03115', 'hsa5598')	1.0	1	1
('D00542', 'hsa1573')	1.0	1	1
('D00964', 'hsa1558')	1.0	1	1
('D00964', 'hsa1565')	1.0	1	1
('D00964', 'hsa1588')	1.0	1	1
('D00184', 'hsa23239')	1.0	1	1
('D01071', 'hsa1565')	1.0	1	1
('D03845', 'hsa11238')	1.0	1	1
('D00652', 'hsa766')	1.0	1	1
('D01977', 'hsa1436')	1.0	1	1
('D01977', 'hsa1956')	1.0	1	1
('D01977', 'hsa2321')	1.0	1	1
('D03217', 'hsa10846')	1.0	1	1
('D01977', 'hsa7301')	1.0	1	1
('D00225', 'hsa1548')	1.0	1	1
('D01196', 'hsa768')	1.0	1	1
('D01977', 'hsa4486')	1.0	1	1
('D01441', 'hsa2047')	1.0	1	1
('D01977', 'hsa7010')	1.0	1	1
('D03845', 'hsa23632')	1.0	1	1
('D00518', 'hsa763')	1.0	1	1
('D02017', 'hsa5137')	1.0	1	1
('D00225', 'hsa1572')	1.0	1	1
('D03440', 'hsa1636')	1.0	1	1
('D03252', 'hsa2050')	1.0	1	1
('D00528', 'hsa5146')	1.0	1	1
('D00225', 'hsa29785')	1.0	1	1
('D03350', 'hsa5979')	1.0	1	1
('D03252', 'hsa2048')	1.0	1	1
('D04023', 'hsa4915')	1.0	1	1
('D04024', 'hsa2260')	1.0	1	1
('D04024', 'hsa2064')	1.0	1	1
('D04024', 'hsa2047')	1.0	1	1
('D04023', 'hsa2048')	1.0	1	1
('D03218', 'hsa5979')	1.0	1	1
('D04023', 'hsa1436')	1.0	1	1
('D00184', 'hsa5496')	1.0	1	1
('D02229', 'hsa5152')	1.0	1	1
('D03218', 'hsa4921')	1.0	1	1
('D03218', 'hsa2046')	1.0	1	1
('D00225', 'hsa199974')	1.0	1	1
('D04023', 'hsa10461')	1.0	1	1
('D02731', 'hsa5144')	1.0	1	1
('D00519', 'hsa766')	1.0	1	1
('D02042', 'hsa5142')	1.0	1	1
('D00225', 'hsa1545')	1.0	1	1
('D00231', 'hsa5136')	1.0	1	1
('D00231', 'hsa5151')	1.0	1	1
('D03845', 'hsa766')	1.0	1	1
('D01196', 'hsa771')	1.0	1	1
('D00437', 'hsa64816')	1.0	1	1
('D00380', 'hsa1577')	1.0	1	1
('D01276', 'hsa54658')	1.0	1	1
('D01441', 'hsa2260')	1.0	1	1
('D00394', 'hsa1558')	1.0	1	1
('D03753', 'hsa1636')	1.0	1	1
('D01196', 'hsa767')	1.0	1	1
('D04024', 'hsa7301')	1.0	1	1
('D01977', 'hsa7075')	1.0	1	1
('D01196', 'hsa763')	1.0	1	1
('D03350', 'hsa3815')	1.0	1	1
('D00394', 'hsa1594')	1.0	1	1
('D03781', 'hsa1573')	1.0	1	1
('D03781', 'hsa1577')	1.0	1	1
('D01441', 'hsa3791')	1.0	1	1
('D00437', 'hsa1577')	1.0	1	1
('D00394', 'hsa1551')	1.0	1	1
('D00542', 'hsa1548')	1.0	1	1
('D02017', 'hsa5136')	1.0	1	1
('D00394', 'hsa1544')	1.0	1	1
('D01441', 'hsa285220')	1.0	1	1
('D01133', 'hsa5136')	1.0	1	1
('D04024', 'hsa7010')	1.0	1	1
('D02451', 'hsa1573')	1.0	1	1
('D02451', 'hsa1572')	1.0	1	1
('D00519', 'hsa377677')	1.0	1	1
('D04025', 'hsa7301')	1.0	1	1
('D02451', 'hsa1551')	1.0	1	1
('D00538', 'hsa11238')	1.0	1	1
('D00380', 'hsa64816')	1.0	1	1
('D01198', 'hsa5141')	1.0	1	1
('D01977', 'hsa5159')	1.0	1	1
('D00225', 'hsa1577')	1.0	1	1
('D00960', 'hsa1553')	1.0	1	1
('D00225', 'hsa1562')	1.0	1	1
('D00371', 'hsa5137')	1.0	1	1
('D00538', 'hsa377677')	1.0	1	1
('D01397', 'hsa5742')	1.0	1	1
('D04024', 'hsa780')	1.0	1	1
('D03350', 'hsa4914')	1.0	1	1
('D04025', 'hsa5754')	1.0	1	1
('D00107', 'hsa11221')	1.0	1	1
('D04025', 'hsa6098')	1.0	1	1
('D00519', 'hsa23632')	1.0	1	1
('D01977', 'hsa5979')	1.0	1	1
('D01441', 'hsa3932')	1.0	1	1
('D01977', 'hsa6098')	1.0	1	1
('D04023', 'hsa5156')	1.0	1	1
('D04025', 'hsa7075')	1.0	1	1
('D02451', 'hsa1555')	1.0	1	1
('D01712', 'hsa5137')	1.0	1	1
('D01977', 'hsa5156')	1.0	1	1
('D04024', 'hsa2066')	1.0	1	1
('D01441', 'hsa2064')	1.0	1	1
('D00184', 'hsa1849')	1.0	1	1
('D00964', 'hsa1555')	1.0	1	1
('D01071', 'hsa29785')	1.0	1	1
('D00184', 'hsa1850')	1.0	1	1
('D01704', 'hsa5136')	1.0	1	1
('D00127', 'hsa5742')	1.0	1	1
('D00380', 'hsa29785')	1.0	1	1
('D00184', 'hsa8555')	1.0	1	1
('D00380', 'hsa1593')	1.0	1	1
('D00218', 'hsa761')	1.0	1	1
('D00380', 'hsa1562')	1.0	1	1
('D00380', 'hsa1558')	1.0	1	1
('D00519', 'hsa761')	1.0	1	1
('D01441', 'hsa2046')	1.0	1	1
('D03784', 'hsa1588')	1.0	1	1
('D03784', 'hsa1577')	1.0	1	1
('D00231', 'hsa5144')	1.0	1	1
('D00340', 'hsa768')	1.0	1	1
('D00184', 'hsa5530')	1.0	1	1
('D00417', 'hsa5144')	1.0	1	1
('D04025', 'hsa4916')	1.0	1	1
('D01690', 'hsa5142')	1.0	1	1
('D00501', 'hsa27115')	1.0	1	1
('D01690', 'hsa5151')	1.0	1	1
('D03350', 'hsa2324')	1.0	1	1
('D00380', 'hsa1555')	1.0	1	1
('D04025', 'hsa6259')	1.0	1	1
('D00184', 'hsa63904')	1.0	1	1
('D00380', 'hsa1544')	1.0	1	1
('D01690', 'hsa8654')	1.0	1	1
('D01325', 'hsa5743')	1.0	1	1
('D02655', 'hsa5143')	1.0	1	1
('D00528', 'hsa199974')	1.0	1	1
('D03350', 'hsa1436')	1.0	1	1
('D01441', 'hsa2321')	1.0	1	1
('D03781', 'hsa64816')	1.0	1	1
('D00653', 'hsa11238')	1.0	1	1
('D04024', 'hsa4920')	1.0	1	1
('D00184', 'hsa11221')	1.0	1	1
('D00394', 'hsa1548')	1.0	1	1
('D01441', 'hsa2242')	1.0	1	1
('D02350', 'hsa5742')	1.0	1	1
('D01071', 'hsa1582')	1.0	1	1
('D00225', 'hsa1579')	1.0	1	1
('D00394', 'hsa29785')	1.0	1	1
('D02008', 'hsa5143')	1.0	1	1
('D01441', 'hsa2324')	1.0	1	1
('D01441', 'hsa658')	1.0	1	1
('D00227', 'hsa5144')	1.0	1	1
('D01547', 'hsa5743')	1.0	1	1
('D01441', 'hsa7006')	1.0	1	1
('D00107', 'hsa5530')	1.0	1	1
('D04025', 'hsa2261')	1.0	1	1
('D01977', 'hsa4920')	1.0	1	1
('D00107', 'hsa1847')	1.0	1	1
('D04025', 'hsa2264')	1.0	1	1
('D01441', 'hsa4233')	1.0	1	1
('D01441', 'hsa2261')	1.0	1	1
('D01441', 'hsa657')	1.0	1	1
('D01441', 'hsa7297')	1.0	1	1
('D00964', 'hsa1580')	1.0	1	1
('D03252', 'hsa4058')	1.0	1	1
('D00107', 'hsa5532')	1.0	1	1
('D04025', 'hsa1956')	1.0	1	1
('D01441', 'hsa1445')	1.0	1	1
('D01441', 'hsa10461')	1.0	1	1
('D03252', 'hsa5159')	1.0	1	1
('D01425', 'hsa199974')	1.0	1	1
('D01977', 'hsa3480')	1.0	1	1
('D00107', 'hsa5496')	1.0	1	1
('D01441', 'hsa130399')	1.0	1	1
('D01441', 'hsa2044')	1.0	1	1
('D00227', 'hsa5140')	1.0	1	1
('D04023', 'hsa2049')	1.0	1	1
('D01441', 'hsa3643')	1.0	1	1
('D01441', 'hsa2185')	1.0	1	1
('D02017', 'hsa8622')	1.0	1	1
('D04025', 'hsa2044')	1.0	1	1
('D01441', 'hsa5754')	1.0	1	1
('D01712', 'hsa5140')	1.0	1	1
('D04025', 'hsa1969')	1.0	1	1
('D00107', 'hsa1845')	1.0	1	1
('D02880', 'hsa1018')	1.0	1	1
('D01441', 'hsa4486')	1.0	1	1
('D04025', 'hsa2043')	1.0	1	1
('D01977', 'hsa2064')	1.0	1	1
('D00960', 'hsa1580')	1.0	1	1
('D00653', 'hsa768')	1.0	1	1
('D04025', 'hsa2263')	1.0	1	1
('D02229', 'hsa5141')	1.0	1	1
('D00960', 'hsa1548')	1.0	1	1
('D00653', 'hsa760')	1.0	1	1
('D04024', 'hsa3480')	1.0	1	1
('D02042', 'hsa8622')	1.0	1	1
('D01977', 'hsa2046')	1.0	1	1
('D02229', 'hsa5136')	1.0	1	1
('D00394', 'hsa51302')	1.0	1	1
('D00417', 'hsa5140')	1.0	1	1
('D01441', 'hsa5159')	1.0	1	1
('D00964', 'hsa1576')	1.0	1	1
('D02229', 'hsa27115')	1.0	1	1
('D02042', 'hsa5137')	1.0	1	1
('D02017', 'hsa5140')	1.0	1	1
('D04024', 'hsa2043')	1.0	1	1
('D01441', 'hsa4919')	1.0	1	1
('D02355', 'hsa5743')	1.0	1	1
('D00528', 'hsa1573')	1.0	1	1
('D02042', 'hsa5143')	1.0	1	1
('D00380', 'hsa1594')	1.0	1	1
('D03252', 'hsa6098')	1.0	1	1
('D03716', 'hsa5743')	1.0	1	1
('D00538', 'hsa766')	1.0	1	1
('D02880', 'hsa1019')	1.0	1	1
('D03217', 'hsa5136')	0.9966666666666667	1	1
('D03217', 'hsa5142')	0.9966666666666667	1	1
('D01119', 'hsa1636')	0.9966666666666667	1	1
('D00184', 'hsa1843')	0.9966666666666667	1	1
('D03784', 'hsa1580')	0.9966666666666667	1	1
('D02042', 'hsa50940')	0.9966666666666667	1	1
('D01885', 'hsa7155')	0.9966666666666667	1	1
('D00394', 'hsa5740')	0.9966666666666667	1	1
('D00130', 'hsa5742')	0.9966666666666667	1	1
('D04024', 'hsa6098')	0.9966666666666667	1	1
('D00452', 'hsa5742')	0.9966666666666667	1	1
('D02341', 'hsa5742')	0.9966666666666667	1	1
('D03784', 'hsa1544')	0.9966666666666667	1	1
('D03260', 'hsa5142')	0.9966666666666667	1	1
('D00501', 'hsa5331')	0.9966666666666667	1	1
('D00380', 'hsa1572')	0.9966666666666667	1	1
('D00380', 'hsa1551')	0.9966666666666667	1	1
('D00417', 'hsa84812')	0.9966666666666667	1	1
('D01441', 'hsa2043')	0.9966666666666667	1	1
('D00960', 'hsa1559')	0.9966666666666667	1	1
('D00160', 'hsa3818')	0.9966666666666667	1	1
('D01690', 'hsa5141')	0.9966666666666667	1	1
('D00417', 'hsa8622')	0.9966666666666667	1	1
('D02655', 'hsa8622')	0.9966666666666667	1	1
('D01133', 'hsa8654')	0.9966666666666667	1	1
('D00184', 'hsa1847')	0.9966666666666667	1	1
('D03218', 'hsa2047')	0.9966666666666667	1	1
('D04025', 'hsa5156')	0.9966666666666667	1	1
('D00574', 'hsa5740')	0.9966666666666667	1	1
('D04024', 'hsa558')	0.9966666666666667	1	1
('D01441', 'hsa7046')	0.9966666666666667	1	1
('D02017', 'hsa10846')	0.9966666666666667	1	1
('D04025', 'hsa2324')	0.9966666666666667	1	1
('D01441', 'hsa6714')	0.9966666666666667	1	1
('D03845', 'hsa763')	0.9966666666666667	1	1
('D03252', 'hsa5979')	0.9966666666666667	1	1
('D00380', 'hsa1583')	0.9966666666666667	1	1
('D04023', 'hsa2065')	0.9966666666666667	1	1
('D01840', 'hsa5595')	0.9966666666666667	1	1
('D00903', 'hsa5742')	0.9966666666666667	1	1
('D00960', 'hsa1558')	0.9966666666666667	1	1
('D00002', 'hsa111')	0.9966666666666667	1	1
('D00371', 'hsa5150')	0.9966666666666667	1	1
('D00002', 'hsa128')	0.9966666666666667	1	1
('D02008', 'hsa8622')	0.9966666666666667	1	1
('D03717', 'hsa5742')	0.9966666666666667	1	1
('D03115', 'hsa5602')	0.9966666666666667	1	1
('D00394', 'hsa1572')	0.9966666666666667	1	1
('D03736', 'hsa5594')	0.9966666666666667	1	1
('D00394', 'hsa1562')	0.9966666666666667	1	1
('D01276', 'hsa54575')	0.9966666666666667	1	1
('D00574', 'hsa260293')	0.9966666666666667	1	1
('D00127', 'hsa5743')	0.9966666666666667	1	1
('D00340', 'hsa765')	0.9966666666666667	1	1
('D04023', 'hsa2261')	0.9966666666666667	1	1
('D00501', 'hsa6609')	0.9966666666666667	1	1
('D01840', 'hsa5598')	0.9966666666666667	1	1
('D02042', 'hsa5141')	0.9966666666666667	1	1
('D00960', 'hsa1572')	0.9966666666666667	1	1
('D03218', 'hsa4919')	0.9966666666666667	1	1
('D00410', 'hsa1558')	0.9966666666666667	1	1
('D03217', 'hsa5150')	0.9966666666666667	1	1
('D00410', 'hsa1557')	0.9966666666666667	1	1
('D02008', 'hsa5137')	0.9966666666666667	1	1
('D00528', 'hsa1593')	0.9966666666666667	1	1
('D00225', 'hsa10858')	0.9966666666666667	1	1
('D02355', 'hsa5742')	0.9966666666666667	1	1
('D04024', 'hsa2051')	0.9966666666666667	1	1
('D02655', 'hsa5151')	0.9966666666666667	1	1
('D00160', 'hsa3817')	0.9966666666666667	1	1
('D03218', 'hsa2065')	0.9966666666666667	1	1
('D03218', 'hsa2261')	0.9966666666666667	1	1
('D00658', 'hsa760')	0.9966666666666667	1	1
('D04031', 'hsa7150')	0.9966666666666667	1	1
('D00107', 'hsa1850')	0.9966666666666667	1	1
('D03218', 'hsa2321')	0.9966666666666667	1	1
('D01704', 'hsa5144')	0.9966666666666667	1	1
('D00139', 'hsa1562')	0.9966666666666667	1	1
('D00139', 'hsa1548')	0.9966666666666667	1	1
('D00139', 'hsa1545')	0.9966666666666667	1	1
('D01709', 'hsa5742')	0.9966666666666667	1	1
('D03218', 'hsa4233')	0.9966666666666667	1	1
('D00655', 'hsa771')	0.9966666666666667	1	1
('D00371', 'hsa27115')	0.9966666666666667	1	1
('D02655', 'hsa5148')	0.9966666666666667	1	1
('D00160', 'hsa5645')	0.9966666666666667	1	1
('D00417', 'hsa5151')	0.9966666666666667	1	1
('D01071', 'hsa9023')	0.9966666666666667	1	1
('D00132', 'hsa242')	0.9966666666666667	1	1
('D00519', 'hsa762')	0.9966666666666667	1	1
('D03670', 'hsa1562')	0.9966666666666667	1	1
('D01441', 'hsa7525')	0.9966666666666667	1	1
('D00410', 'hsa1553')	0.9966666666666667	1	1
('D00002', 'hsa113')	0.9966666666666667	1	1
('D00528', 'hsa5144')	0.9966666666666667	1	1
('D00107', 'hsa5516')	0.9966666666666667	1	1
('D03350', 'hsa6259')	0.9966666666666667	1	1
('D01441', 'hsa4915')	0.9966666666666667	1	1
('D00538', 'hsa760')	0.9966666666666667	1	1
('D00410', 'hsa1551')	0.9966666666666667	1	1
('D01441', 'hsa3717')	0.9966666666666667	1	1
('D01198', 'hsa10846')	0.9966666666666667	1	1
('D00417', 'hsa5337')	0.9966666666666667	1	1
('D00960', 'hsa1557')	0.9966666666666667	1	1
('D01441', 'hsa2045')	0.9966666666666667	1	1
('D03778', 'hsa1588')	0.9966666666666667	1	1
('D00501', 'hsa5333')	0.9966666666666667	1	1
('D00184', 'hsa23035')	0.9966666666666667	1	1
('D00887', 'hsa3156')	0.9966666666666667	1	1
('D00410', 'hsa260293')	0.9966666666666667	1	1
('D00380', 'hsa1588')	0.9966666666666667	1	1
('D00437', 'hsa1555')	0.9966666666666667	1	1
('D00501', 'hsa133121')	0.9966666666666667	1	1
('D02451', 'hsa1557')	0.9966666666666667	1	1
('D00394', 'hsa4051')	0.9966666666666667	1	1
('D01911', 'hsa7155')	0.9966666666666667	1	1
('D00107', 'hsa80824')	0.9966666666666667	1	1
('D03781', 'hsa1565')	0.9966666666666667	1	1
('D02451', 'hsa1549')	0.9966666666666667	1	1
('D01196', 'hsa765')	0.9966666666666667	1	1
('D02008', 'hsa5140')	0.9966666666666667	1	1
('D03714', 'hsa5742')	0.9966666666666667	1	1
('D03784', 'hsa1573')	0.9966666666666667	1	1
('D01811', 'hsa5742')	0.9966666666666667	1	1
('D00139', 'hsa1586')	0.9966666666666667	1	1
('D00380', 'hsa1565')	0.9966666666666667	1	1
('D01198', 'hsa5140')	0.9966666666666667	1	1
('D00315', 'hsa5743')	0.9966666666666667	1	1
('D02451', 'hsa29785')	0.9966666666666667	1	1
('D03714', 'hsa5743')	0.9966666666666667	1	1
('D00437', 'hsa1573')	0.9966666666666667	1	1
('D01071', 'hsa1583')	0.9966666666666667	1	1
('D01866', 'hsa5743')	0.9966666666666667	1	1
('D01441', 'hsa660')	0.9966666666666667	1	1
('D02110', 'hsa5742')	0.9966666666666667	1	1
('D01061', 'hsa116447')	0.9966666666666667	1	1
('D00437', 'hsa1580')	0.9966666666666667	1	1
('D01071', 'hsa1588')	0.9966666666666667	1	1
('D03778', 'hsa1544')	0.9966666666666667	1	1
('D01441', 'hsa238')	0.9966666666666667	1	1
('D00340', 'hsa766')	0.9966666666666667	1	1
('D00394', 'hsa1545')	0.9966666666666667	1	1
('D01441', 'hsa1956')	0.9966666666666667	1	1
('D03778', 'hsa1571')	0.9966666666666667	1	1
('D02042', 'hsa5136')	0.9966666666666667	1	1
('D00417', 'hsa339221')	0.9966666666666667	1	1
('D00653', 'hsa23632')	0.9966666666666667	1	1
('D01690', 'hsa5148')	0.9966666666666667	1	1
('D03736', 'hsa5603')	0.9966666666666667	1	1
('D00827', 'hsa5742')	0.9966666666666667	1	1
('D00394', 'hsa260293')	0.9966666666666667	1	1
('D03252', 'hsa6259')	0.9966666666666667	1	1
('D03778', 'hsa260293')	0.9966666666666667	1	1
('D01441', 'hsa2049')	0.9966666666666667	1	1
('D00964', 'hsa1562')	0.9966666666666667	1	1
('D00501', 'hsa5140')	0.9966666666666667	1	1
('D00437', 'hsa1572')	0.9966666666666667	1	1
('D01441', 'hsa5604')	0.9966666666666667	1	1
('D00653', 'hsa762')	0.9966666666666667	1	1
('D00501', 'hsa5151')	0.9966666666666667	1	1
('D00542', 'hsa260293')	0.9966666666666667	1	1
('D01223', 'hsa50487')	0.9966666666666667	1	1
('D03778', 'hsa1558')	0.9966666666666667	1	1
('D00501', 'hsa5137')	0.9966666666666667	1	1
('D00528', 'hsa1582')	0.9966666666666667	1	1
('D03778', 'hsa1576')	0.9966666666666667	1	1
('D01441', 'hsa2041')	0.9966666666666667	1	1
('D00227', 'hsa5143')	0.9966666666666667	1	1
('D00501', 'hsa1267')	0.9966666666666667	1	1
('D00184', 'hsa5516')	0.9966666666666667	1	1
('D00394', 'hsa9023')	0.9966666666666667	1	1
('D01183', 'hsa5743')	0.9966666666666667	1	1
('D02709', 'hsa5742')	0.9966666666666667	1	1
('D00380', 'hsa199974')	0.9966666666666667	1	1
('D01196', 'hsa11238')	0.9966666666666667	1	1
('D01196', 'hsa377677')	0.9966666666666667	1	1
('D03778', 'hsa1549')	0.9966666666666667	1	1
('D00231', 'hsa27115')	0.9966666666666667	1	1
('D01977', 'hsa2066')	0.9966666666666667	1	1
('D00566', 'hsa5742')	0.9966666666666667	1	1
('D00785', 'hsa4129')	0.9966666666666667	1	1
('D00417', 'hsa5142')	0.9966666666666667	1	1
('D01276', 'hsa54577')	0.9966666666666667	1	1
('D00231', 'hsa5152')	0.9966666666666667	1	1
('D04023', 'hsa2264')	0.9966666666666667	1	1
('D00528', 'hsa84812')	0.9966666666666667	1	1
('D00107', 'hsa150290')	0.9966666666666667	1	1
('D01276', 'hsa54579')	0.9966666666666667	1	1
('D00417', 'hsa5138')	0.9966666666666667	1	1
('D02880', 'hsa1021')	0.9966666666666667	1	1
('D00574', 'hsa1581')	0.9966666666666667	1	1
('D01840', 'hsa5596')	0.9966666666666667	1	1
('D01690', 'hsa10846')	0.9966666666666667	1	1
('D01223', 'hsa26279')	0.9966666666666667	1	1
('D01196', 'hsa760')	0.9966666666666667	1	1
('D00960', 'hsa260293')	0.9966666666666667	1	1
('D01690', 'hsa5150')	0.9966666666666667	1	1
('D03217', 'hsa5152')	0.9966666666666667	1	1
('D01441', 'hsa4921')	0.9966666666666667	1	1
('D02168', 'hsa7150')	0.9966666666666667	1	1
('D03784', 'hsa1543')	0.9966666666666667	1	1
('D00225', 'hsa8529')	0.9966666666666667	1	1
('D01441', 'hsa5608')	0.9966666666666667	1	1
('D00655', 'hsa765')	0.9966666666666667	1	1
('D03765', 'hsa1636')	0.9966666666666667	1	1
('D01977', 'hsa4916')	0.9966666666666667	1	1
('D03260', 'hsa5144')	0.9966666666666667	1	1
('D00528', 'hsa5331')	0.9966666666666667	1	1
('D00528', 'hsa51302')	0.9966666666666667	1	1
('D00184', 'hsa5495')	0.9966666666666667	1	1
('D00160', 'hsa1675')	0.9966666666666667	1	1
('D02731', 'hsa5152')	0.9966666666666667	1	1
('D00417', 'hsa5136')	0.9966666666666667	1	1
('D00528', 'hsa5335')	0.9966666666666667	1	1
('D03781', 'hsa1576')	0.9966666666666667	1	1
('D02655', 'hsa5149')	0.9966666666666667	1	1
('D00380', 'hsa284541')	0.9966666666666667	1	1
('D00528', 'hsa1548')	0.9966666666666667	1	1
('D00225', 'hsa9420')	0.9966666666666667	1	1
('D00437', 'hsa1559')	0.9966666666666667	1	0
('D04024', 'hsa2263')	0.9966666666666667	1	1
('D00225', 'hsa1594')	0.9966666666666667	1	1
('D00574', 'hsa1544')	0.9966666666666667	1	1
('D02880', 'hsa1017')	0.9966666666666667	1	1
('D01432', 'hsa8940')	0.9966666666666667	1	1
('D01198', 'hsa8622')	0.9966666666666667	1	1
('D03670', 'hsa51302')	0.9966666666666667	1	0
('D01071', 'hsa1593')	0.9966666666666667	1	1
('D03252', 'hsa4919')	0.9966666666666667	1	1
('D00160', 'hsa3816')	0.9966666666666667	1	1
('D03781', 'hsa29785')	0.9966666666666667	1	1
('D00902', 'hsa4759')	0.9966666666666667	1	1
('D00184', 'hsa28227')	0.9966666666666667	1	1
('D00542', 'hsa1583')	0.9966666666666667	1	1
('D01441', 'hsa91')	0.9966666666666667	1	1
('D00184', 'hsa8556')	0.9966666666666667	1	1
('D03717', 'hsa5743')	0.9966666666666667	1	1
('D04024', 'hsa4915')	0.9966666666666667	1	1
('D01709', 'hsa5743')	0.9966666666666667	1	1
('D00043', 'hsa3816')	0.9966666666666667	1	1
('D04031', 'hsa7156')	0.9966666666666667	1	1
('D00184', 'hsa11072')	0.9966666666666667	1	1
('D00542', 'hsa64816')	0.9966666666666667	1	1
('D00225', 'hsa1558')	0.9966666666666667	1	1
('D00225', 'hsa51302')	0.9966666666666667	1	1
('D00568', 'hsa5742')	0.9966666666666667	1	1
('D00227', 'hsa8654')	0.9966666666666667	1	1
('D04025', 'hsa2066')	0.9966666666666667	1	1
('D02655', 'hsa5142')	0.9966666666666667	1	1
('D00218', 'hsa768')	0.9966666666666667	1	1
('D00960', 'hsa1565')	0.9966666666666667	1	1
('D01977', 'hsa2051')	0.9966666666666667	1	1
('D00218', 'hsa771')	0.9966666666666667	1	1
('D00184', 'hsa1848')	0.9966666666666667	1	1
('D00225', 'hsa1586')	0.9966666666666667	1	1
('D01441', 'hsa94')	0.9966666666666667	1	1
