	 D00049	 D00059	 D00079	 D00094	 D00095	 D00106	 D00110	 D00113	 D00136	 D00139	 D00180	 D00225	 D00227	 D00232	 D00234	 D00235	 D00241	 D00255	 D00270	 D00274	 D00281	 D00283	 D00295	 D00300	 D00301	 D00306	 D00318	 D00332	 D00336	 D00356	 D00364	 D00371	 D00380	 D00394	 D00397	 D00400	 D00410	 D00411	 D00415	 D00419	 D00422	 D00426	 D00432	 D00437	 D00440	 D00442	 D00443	 D00451	 D00454	 D00465	 D00480	 D00483	 D00493	 D00494	 D00498	 D00499	 D00503	 D00509	 D00513	 D00514	 D00520	 D00521	 D00522	 D00523	 D00524	 D00525	 D00528	 D00540	 D00542	 D00559	 D00560	 D00563	 D00574	 D00598	 D00601	 D00604	 D00606	 D00607	 D00609	 D00613	 D00627	 D00632	 D00635	 D00645	 D00646	 D00665	 D00666	 D00673	 D00674	 D00675	 D00676	 D00682	 D00683	 D00684	 D00687	 D00688	 D00715	 D00726	 D00760	 D00765	 D00769	 D00775	 D00779	 D00780	 D00790	 D00837	 D00838	 D00845	 D00954	 D00965	 D00987	 D00996	 D01020	 D01022	 D01024	 D01051	 D01071	 D01103	 D01118	 D01126	 D01164	 D01227	 D01236	 D01242	 D01269	 D01295	 D01297	 D01324	 D01332	 D01346	 D01352	 D01358	 D01386	 D01390	 D01441	 D01454	 D01462	 D01603	 D01652	 D01692	 D01699	 D01712	 D01713	 D01717	 D01745	 D01782	 D01828	 D01871	 D01891	 D01925	 D01964	 D01965	 D01973	 D01994	 D02007	 D02066	 D02070	 D02076	 D02082	 D02147	 D02149	 D02150	 D02234	 D02237	 D02250	 D02278	 D02279	 D02327	 D02338	 D02340	 D02342	 D02349	 D02354	 D02356	 D02357	 D02358	 D02359	 D02361	 D02374	 D02566	 D02578	 D02588	 D02614	 D02671	 D02721	 D02725	 D02826	 D02884	 D02910	 D03165	 D03187	 D03210	 D03274	 D03365	 D03415	 D03442	 D03490	 D03503	 D03621	 D03642	 D03654	 D03858	 D03879	 D03880	 D03881	 D03966	 D04006	 D04034	 D04040	 D04375	 D04625	 D04716	 D04979	 D05113	 D05129	 D05246	 D05312	 D05341	 D05740	 D05792	 D05938	 D06056	 D06396
D01051	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01071	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01103	0.00000	0.00000	0.00000	0.00000	0.13940	0.02700	0.00000	0.13570	0.10030	0.00000	0.00000	0.01140	0.09400	0.00000	0.00000	0.02200	0.00020	0.00780	0.06220	0.00000	0.00510	0.04800	0.00000	0.00000	0.00000	0.00000	0.13160	0.00000	0.00000	0.00090	0.00020	0.08230	0.00000	0.00000	0.00000	0.09720	0.00000	0.00000	0.09810	0.00000	0.00700	0.11850	0.00000	0.00000	0.01660	0.02960	0.00000	0.04740	0.04360	0.16050	0.00650	0.00150	0.00040	0.00650	0.00000	0.00000	0.00040	0.07910	0.00000	0.03620	0.00000	0.00000	0.09420	0.02950	0.00000	0.03040	0.00000	0.20510	0.00000	0.05590	0.11520	0.02880	0.00000	0.05200	0.05110	0.00510	0.00000	0.00000	0.00010	0.00000	0.09340	0.00000	0.05110	0.00000	0.00250	0.00000	0.00000	0.00700	0.05980	0.07220	0.04740	0.00000	0.17370	0.00000	0.01930	0.00000	0.00000	0.02880	0.00000	0.00000	0.00530	0.00000	0.00060	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00030	0.13940	0.00000	0.00000	0.02620	0.00000	0.00000	1.00000	0.00000	0.00000	0.05590	0.02830	0.00000	0.00650	0.05950	0.00000	0.00000	0.00000	0.00160	0.00000	0.00000	0.00000	0.00000	0.00000	0.00290	0.00000	0.00000	0.00000	0.00000	0.13510	0.00160	0.08230	0.00000	0.00880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00090	0.00000	0.04120	0.00000	0.00000	0.00000	0.00000	0.00080	0.09810	0.17370	0.13940	0.00000	0.00000	0.00000	0.02960	0.00000	0.00000	0.00000	0.00170	0.00000	0.00010	0.00880	0.00000	0.05050	0.00000	0.05110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05740	0.00000	0.00000	0.00000	0.02020	0.00000	0.00000	0.00000	0.06220	0.00000	0.00780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00160	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06220	0.09810	0.00000	0.00000	0.00000	0.00000	0.10740	0.00000	0.00000	0.17500	0.00000	0.07220	0.01930	0.00000	0.10390	0.00000	
D01118	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01126	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01164	0.00000	0.00000	0.00000	0.00000	0.07500	0.07330	0.00000	0.11780	0.13820	0.00000	0.00000	0.08850	0.10010	0.00000	0.00000	0.07090	0.16190	0.05160	0.08140	0.12770	0.04030	0.20620	0.00010	0.08550	0.00000	0.00000	0.02710	0.00000	0.00010	0.00030	0.00010	0.08830	0.00010	0.00470	0.00030	0.02330	0.00000	0.00000	0.13190	0.04170	0.00740	0.30050	0.03940	0.06860	0.01030	0.07250	0.00240	0.06970	0.33130	0.06420	0.01490	0.04460	0.07080	0.01490	0.01070	0.00390	0.11260	0.00900	0.01090	0.12100	0.00000	0.00000	0.03710	0.05780	0.00000	0.14880	0.00010	0.05380	0.00000	0.22550	0.14830	0.23390	0.00000	0.08140	0.01810	0.04030	0.00240	0.00000	0.02440	0.01370	0.13680	0.00070	0.01810	0.00000	0.13400	0.00000	0.08550	0.00740	0.08730	0.12970	0.06970	0.00000	0.07360	0.00000	0.02820	0.00000	0.00000	0.04610	0.00000	0.00000	0.08520	0.00000	0.00020	0.01020	0.00000	0.06500	0.00000	0.02000	0.00000	0.01740	0.08810	0.07500	0.00000	0.00000	0.02420	0.00000	0.00000	0.05590	0.00000	0.00000	1.00000	0.14610	0.00000	0.01490	0.07030	0.00000	0.00000	0.00000	0.00070	0.00000	0.00000	0.00000	0.00000	0.00000	0.03950	0.00000	0.00000	0.00000	0.00000	0.07260	0.00450	0.08830	0.00000	0.00270	0.00380	0.00000	0.00000	0.00000	0.00000	0.00000	0.01200	0.00000	0.17000	0.00000	0.00000	0.00000	0.00000	0.04510	0.13110	0.07360	0.07500	0.00000	0.00000	0.00000	0.07250	0.00000	0.00000	0.00000	0.01060	0.25230	0.02540	0.00270	0.00000	0.02060	0.00760	0.01810	0.00000	0.00000	0.02890	0.00960	0.00000	0.00000	0.00000	0.00000	0.08650	0.00000	0.00000	0.00000	0.06510	0.01020	0.00000	0.00000	0.08140	0.00000	0.05160	0.00000	0.00000	0.00010	0.00000	0.00000	0.00450	0.00000	0.00070	0.00070	0.00070	0.00000	0.00000	0.08140	0.13110	0.00000	0.00000	0.00000	0.00000	0.08230	0.00000	0.00000	0.14070	0.00000	0.12970	0.02820	0.02000	0.12230	0.00000	
D01227	0.00000	0.00000	0.00000	0.00000	0.00040	0.09150	0.00000	0.03050	0.00020	0.00000	0.00000	0.00930	0.00010	0.00000	0.00000	0.00190	0.01030	0.02940	0.06210	0.00110	0.00830	0.02620	0.00000	0.00940	0.00000	0.00000	0.03240	0.00000	0.02690	0.00010	0.00000	0.00000	0.00020	0.00240	0.00060	0.02730	0.00000	0.00000	0.07210	0.00140	0.00010	0.03890	0.11230	0.00640	0.00380	0.00730	0.00000	0.09270	0.06990	0.03270	0.00250	0.00030	0.00000	0.00250	0.00000	0.00330	0.00020	0.04440	0.00760	0.03050	0.00000	0.00000	0.04530	0.02820	0.00000	0.00480	0.00020	0.00170	0.00000	0.04770	0.00140	0.11070	0.00000	0.03600	0.09320	0.00830	0.00290	0.00000	0.00000	0.00010	0.01580	0.00000	0.09320	0.00000	0.00000	0.00000	0.00940	0.00010	0.05860	0.03540	0.09270	0.00000	0.03810	0.00000	0.15480	0.00000	0.00000	0.00000	0.00000	0.00000	0.04880	0.00000	0.00030	0.00200	0.00000	0.00020	0.00000	0.00000	0.00000	0.00950	0.09770	0.00040	0.00000	0.00000	0.00080	0.00000	0.00000	0.02830	0.00000	0.00000	0.14610	1.00000	0.00000	0.00250	0.03260	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.13520	0.00000	0.00000	0.00000	0.00000	0.00220	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00520	0.00000	0.00000	0.00000	0.00000	0.00010	0.03340	0.03810	0.00040	0.00000	0.01260	0.00000	0.00730	0.00000	0.00000	0.00000	0.00590	0.00000	0.01320	0.00000	0.00000	0.03170	0.00000	0.09320	0.00000	0.00000	0.00040	0.00220	0.00000	0.00000	0.00000	0.00000	0.04300	0.00000	0.00000	0.00000	0.04780	0.00200	0.00000	0.00000	0.06210	0.00000	0.02940	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06210	0.03340	0.00000	0.00000	0.00000	0.00000	0.07440	0.00000	0.00000	0.02940	0.00000	0.03540	0.15480	0.00000	0.02520	0.00000	
D01236	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01242	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02730	0.03340	0.00000	0.00000	0.01950	0.00000	0.00000	0.00000	0.00250	0.00480	0.00330	0.11130	0.05680	0.00800	0.07800	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18180	0.00000	0.00510	0.00000	0.00000	0.00000	0.00000	0.00240	0.00070	0.00780	0.06930	0.00000	0.00340	0.00000	0.00150	0.00000	0.05250	0.09910	0.00220	1.00000	0.00000	0.13350	1.00000	0.01130	0.01520	0.16820	0.00010	0.00410	0.05330	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.09340	0.00000	0.00000	0.07160	0.00000	0.01950	0.00000	0.02860	0.14170	0.00800	0.00620	0.00000	0.00000	0.00010	0.00680	0.00270	0.14170	0.00000	0.00000	0.00000	0.00010	0.00780	0.00150	0.00200	0.05250	0.00000	0.04400	0.00000	0.00000	0.00000	0.00000	0.15540	0.00000	0.00000	0.00000	0.00000	0.00000	0.00280	0.00000	0.00530	0.00000	0.07800	0.00000	0.00000	0.02130	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00650	0.00000	0.00000	0.01490	0.00250	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00630	0.00000	0.00000	0.00000	0.00000	0.00350	0.00000	0.04400	0.00000	0.00000	0.00010	0.00000	0.00150	0.00000	0.00000	0.00000	0.00000	0.00000	0.00270	0.00000	0.00000	0.00240	0.00010	0.14170	0.00000	0.00000	0.00000	0.00480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07700	0.00280	0.00000	0.00000	0.11130	0.00000	0.00330	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00270	0.00270	0.00270	0.00000	0.00000	0.11130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00470	0.00000	0.00000	0.00720	0.00000	0.00200	0.00000	0.07800	0.13950	0.00000	
D01269	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00090	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.00000	0.08510	0.00000	0.00010	0.00000	0.00000	0.11010	0.09330	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00110	0.00000	0.00000	0.00000	0.00000	0.00000	0.06450	0.00000	0.00000	0.00070	0.00000	0.00000	0.00000	0.13840	0.00000	0.00000	0.00000	0.00000	0.00020	0.08040	0.03900	0.00000	0.14450	0.00000	0.00000	0.00000	0.00000	0.18410	0.10500	0.13910	0.00080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00110	0.00000	0.00000	0.00000	0.00040	0.00000	0.00030	0.00000	0.08000	0.08550	0.11010	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.08550	0.00000	0.00330	0.00000	0.00000	0.00000	0.00100	0.00090	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.11370	0.00000	0.00000	0.00040	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.00120	0.00000	0.00000	0.05950	0.00000	0.00000	0.07030	0.03260	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00190	0.00000	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	0.00120	0.00210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00110	0.00000	0.00110	0.00000	0.00000	0.00000	0.00000	0.00100	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13720	0.00000	0.09220	0.00000	0.00000	0.00000	0.00000	0.08550	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02370	0.00000	0.00000	0.14210	0.00000	0.00090	0.00000	0.00000	0.03320	0.00000	
D01295	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
